name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,112,1.88,136.525,True,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib.Data.Nat.Basic\nimport Mathlib.Tactic\n\ntheorem add_zero (n : ℕ) : n + 0 = n := by rfl\n```
zero_add,2,3,150,2.1,121.949,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_add (n : ℕ) : 0 + n = n := by\n  simp\n```
add_comm,2,3,160,2.61,98.147,True,True,False,True,True,7,1,True,False,"```lean4\nimport Mathlib\n\ntheorem add_comm (a b : ℕ) : a + b = b + a := by\n  induction' b with c hc\n  · simp\n  · rw [Nat.add_succ, Nat.succ_add, hc]\n    simp\n```"
add_assoc,2,3,303,5.13,49.908,True,True,False,True,True,6,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem add_assoc (a b c : ℕ) : (a + b) + c = a + (b + c) := by\n  induction c with\n  | zero =>\n    simp\n  | succ c ih =>\n    calc\n      (a + b) + (c + 1) = ((a + b) + c) + 1 := by rfl\n      _ = (a + (b + c)) + 1 := by rw [ih]\n      _ = a + (b + c + 1) := by rfl\n```
mul_one,0,2,160,2.31,111.009,False,True,False,True,True,6,1,True,False,"```lean4\nimport Mathlib\n\ntheorem mul_one_eq_n {n : ℕ} : n * 1 = n := by\n  induction n with\n  | zero =>\n    simp\n  | succ k ih =>\n    simp [Nat.mul_succ, ih]\n```"
one_mul,2,3,200,2.77,92.272,True,True,False,True,True,6,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem one_mul (n : ℕ) : 1 * n = n := by\n  induction' n with k ih\n  simp\n  simp [Nat.mul_succ, ih]\n```"
mul_zero,1,3,150,2.15,118.958,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_mul_zero (n : ℕ) : n * 0 = 0 := by simp\n```
mul_comm,1,3,117,1.91,134.061,True,True,False,True,True,5,1,True,False,"```lean4\nimport Mathlib\n\nlemma mul_comm_nat : ∀ a b : ℕ, a * b = b * a := by\n  intro a b\n  exact Nat.mul_comm a b\n```"
le_refl,1,3,170,2.2,116.232,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem reflexivity_of_le (n : ℕ) : n ≤ n := by\n  exact Nat.le_refl n\n```
le_trans,1,3,354,5.2,49.196,True,True,False,True,True,13,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen Nat\ntheorem Nat_le_trans (a b c : ℕ) : a ≤ b → b ≤ c → a ≤ c := by\n  intro h₁ h₂\n  induction' c with c ih generalizing a b h₁ h₂\n  all_goals simp_all\n  all_goals try apply Nat.le_of_lt_add_one\n  all_goals try apply Nat.le_of_lt_succ\n  all_goals try apply Nat.le_trans h₁\n  all_goals try apply Nat.le_trans h₂\n```
zero_le,1,3,162,2.13,119.915,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_le_n (n : ℕ) : 0 ≤ n := by\n  exact Nat.zero_le n\n```
lt_succ_self,1,3,176,2.42,105.818,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem less_than_succ (n : ℕ) : n < n + 1 := by\n  exact Nat.lt_succ_self n\n```
even_double,1,3,120,1.91,134.147,True,True,False,True,True,2,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\nlemma two_mul_n_is_even (n : ℕ) : Even (2 * n) := by\n  use n\n  all_goals omega\n```
succ_inj,0,2,167,2.94,87.114,False,True,False,True,True,5,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\n\ntheorem Nat.succ_ne_succ' : ∀ (n m : Nat), n.succ ≠ m.succ → n ≠ m := by\n  intro n m h₁ h₂\n  rw [Nat.succ_inj'] at h₁\n  tauto\n```"
list_length,1,2,79,1.3,196.875,False,False,True,True,True,1,0,False,False,```lean4\ndef length : List α → Nat\n  | [] => 0\n  | _ :: xs => 1 + length xs\n```
list_append_length,0,2,195,2.39,106.897,False,True,False,True,True,5,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem length_concat {α : Type*} (xs : List α) (ys : List α) :\n  (xs ++ ys).length = xs.length + ys.length := by\n  exact (List.length_append xs ys).symm\n```
list_reverse_reverse,1,2,263,3.12,82.002,False,True,False,True,True,7,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem list_reverse_twice {α : Type*} (xs : List α) : xs.reverse.reverse = xs := by\n  induction xs with\n  | nil => rfl\n  | cons x xs ih => simp [List.reverse, *]\n```"
list_map_append,2,3,214,2.99,85.71,True,True,False,True,True,4,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen List\ntheorem map_append (f : α → β) (xs : List α) (ys : List α) :\n  (xs ++ ys).map f = xs.map f ++ ys.map f := by\n  induction' xs with x xs ih\n  all_goals simp [*, map]\n```"
list_filter_def,1,2,150,2.14,119.657,False,False,True,True,True,1,0,False,False,```lean4\ndef filter (p : α → Bool) (xs : List α) : List α :=\n  match xs with\n  | [] => []\n  | x::xs => if p x then x::filter p xs else filter p xs\n```
