name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,72,1.69,151.6,True,True,False,True,True,3,0,True,False,"```lean4\ntheorem add_zero : ∀ n : ℕ, n + 0 = n := by\n  intro n\n  rfl\n```"
zero_add,1,2,93,1.56,163.763,False,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem zero_add_n {n : ℕ} : 0 + n = n := by\n  simp\n```
add_comm,2,3,186,2.91,87.85,True,True,False,True,True,7,1,True,False,"```lean4\nimport Mathlib\n\ntheorem commutativity (a b : ℕ) : a + b = b + a := by\n  induction' b with k hk\n  simp\n  rw [Nat.add_succ, Nat.add_succ, Nat.succ_eq_add_one]\n  rw [hk]\n  ring\n```"
add_assoc,1,2,198,3.11,82.187,False,True,False,True,True,6,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\n\ntheorem add_assoc {a b c : ℕ} : (a + b) + c = a + (b + c) := by\n  induction c with\n  | zero =>\n    simp\n  | succ c ih =>\n    simp [Nat.add, ih]\n    <;> ring\n```"
mul_one,0,2,75,1.33,192.686,False,True,False,True,True,2,0,False,False,```lean4\ntheorem mul_one {n : Nat} : n * 1 = n := by\n  rw [Nat.mul_one]\n```
one_mul,2,3,233,3.16,81.096,True,True,False,True,True,7,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem one_mul_n (n : ℕ) : 1 * n = n := by\n  induction n with\n  | zero => rfl\n  | succ n ih =>\n    simp [Nat.mul_succ]\n    exact ih\n```
mul_zero,2,3,213,3.13,81.769,True,True,False,True,True,7,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\ntheorem n_zero_mul : ∀ n : ℕ, n * 0 = 0 := by\n  intro n\n  induction n with\n  | zero => rfl\n  | succ n ih =>\n    simp [Nat.mul_succ, ih]\n```"
mul_comm,0,2,154,2.26,113.045,False,True,False,True,True,8,3,True,False,```lean4\nimport Mathlib\nimport Mathlib.Tactic\nimport Mathlib.Data.Nat.Basic\ntheorem Nat.mul_comm (a b : ℕ) : a * b = b * a := by\n  simp [Nat.mul_comm]\n```
le_refl,1,3,122,1.82,140.736,True,True,False,True,True,5,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\n\ntheorem reflexivity_of_le : ∀ n : ℕ, n ≤ n := by\n  intro n\n  exact Nat.le_refl n\n```"
le_trans,0,2,158,2.62,97.67,False,True,False,True,True,8,1,True,False,```lean4\nimport Mathlib.Data.Nat.Basic\ntheorem Nat.le_trans {a b c : ℕ} (h₁ : a ≤ b) (h₂ : b ≤ c) : a ≤ c := by\n  apply Nat.le_trans\n  exact h₁\n  exact h₂\n```
zero_le,1,3,162,2.18,117.273,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_le_n (n : ℕ) : 0 ≤ n := by\n  exact Nat.zero_le n\n```
lt_succ_self,1,3,177,2.58,99.359,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_lt_n_plus_1 (n : ℕ) : n < n + 1 := by\n  exact\n  Nat.lt_succ_self n\n```
even_double,1,3,117,1.94,132.111,True,True,False,True,True,3,1,True,False,"```lean4\nimport Mathlib\n\ntheorem two_mul_is_even : ∀ n : ℕ, Even (2 * n) := by\n  intro n\n  use n\n  all_goals ring\n```"
succ_inj,0,2,290,4.55,56.272,False,True,False,True,True,12,1,False,False,```lean\nimport Mathlib\n\ntheorem Nat.not_eq_zero (n : Nat) : n ≠ 0 → n > 0 := by\n  intro h\n  cases n <;> simp_all\n\ntheorem Nat.succ_eq_succ {n m : Nat} : n + 1 = m + 1 → n = m := by\n  intro h\n  omega\n\ntheorem Nat.succ_injective {n m : Nat} : n + 1 = m + 1 → n = m := by\n  intro h\n  omega\n```
list_length,1,2,79,1.37,186.585,False,False,True,True,True,1,0,False,False,```lean4\ndef length : List α → Nat\n  | [] => 0\n  | (_ :: t) => length t + 1\n```
list_append_length,2,3,288,3.37,76.038,True,True,False,True,True,6,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem list_append_length (xs ys : List α) :\n  (xs ++ ys).length = xs.length + ys.length := by\n  induction xs with\n  | nil =>\n    simp\n  | cons x xs ih =>\n    simp [List.length_cons, ih]\n```"
list_reverse_reverse,1,3,122,1.49,171.638,True,True,False,True,True,4,1,False,False,```lean4\nimport Mathlib\n\nlemma reverse_left_involution (α : Type) (xs : List α) : xs.reverse.reverse = xs := by\n  simp\n```
list_map_append,2,3,327,4.25,60.287,True,True,False,True,True,6,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem map_append_distrib (f : α → β) (xs : List α) (ys : List α) :\n    (xs ++ ys).map f = xs.map f ++ ys.map f := by\n  induction xs with\n  | nil => simp\n  | cons z zs ih =>\n    simp_all [List.map]\n    all_goals try { aesop }\n```
list_filter_def,1,2,466,4.89,52.38,False,False,True,True,True,4,0,False,False,"Here's the Lean 4 code defining the `filter` function:\n\n```lean4\ndef filter (p : α → Bool) (xs : List α) : List α :=\n  match xs with\n  | []      => []\n  | x :: xs =>\n    let xs' := filter p xs\n    if p x then x :: xs' else xs'\n```\n\nThis function recursively filters the list by:\n1. Checking if the current element satisfies `p`\n2. If it does, including it in the result\n3. If it doesn't, excluding it from the result\n4. This process continues through the entire list"
and_comm,0,2,101,1.65,154.997,False,True,False,True,True,3,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem and_comm {P Q : Prop} : P ∧ Q ↔ Q ∧ P := by\n  tauto\n```
or_comm,0,2,386,5.54,46.211,False,True,False,True,True,17,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem commute_or {P Q : Prop} : P ∨ Q ↔ Q ∨ P := by\n  apply iff intro\n  · intro h\n    cases h with\n    | inl h₁ => apply Or.inr; exact h₁\n    | inr h₂ => apply Or.inl; exact h₂\n  · intro h\n    cases h with\n    | inl h₁ => apply Or.inr; exact h₁\n    | inr h₂ => apply Or.inl; exact h₂\n```
double_negation,0,2,187,2.64,97.042,False,True,False,True,True,6,1,False,False,```lean4\nimport Mathlib\n\ntheorem double_negation (p : Prop) [Decidable p] : ¬¬p ↔ p := by\n  cases Decidable.eq p p with\n  | inl h => cases h\n  | inr h => exfalso; exact h (iditem.inr)\n```
demorgan_or,1,3,333,4.48,57.134,True,True,False,True,True,20,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\nopen Aesop\nopen Set\n\ntheorem demorgan : ¬(P ∨ Q) ↔ ¬P ∧ ¬Q := by\n  apply Iff.intro\n  · intro h\n    apply And.intro\n    · apply Not.intro\n      apply h\n      apply Or.inl\n    · apply Not.intro\n      apply h\n      apply Or.inr\n  · intro h\n    apply Not.intro\n    apply h.right\n    apply Or.inr\n```
implication_chain,1,2,232,3.08,83.174,False,True,False,True,True,7,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem implication_transitivity {P Q R : Prop} (h1 : P → Q) (h2 : Q → R) : P → R := by\n  intro hp\n  apply h2\n  apply h1\n  exact hp\n```
id_injective,0,2,140,1.91,133.9,False,True,False,True,True,3,0,False,False,```lean4\ntheorem id_injective {α : Type*} (f : α → α) (hf : f = id) : Function.Injective f := by\n  rw [hf]\n  exact Function.Injective.id\n```
