name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,0,2,116,1.96,130.474,False,True,False,True,True,4,2,False,False,```lean4\nimport Mathlib\nimport Nat\n\ntheorem Nat.add_zero {n : Nat} : n + 0 = n := by\n  rw [Nat.add_zero_eq_self]\n```
zero_add,2,3,61,1.18,217.246,True,True,False,True,True,2,0,True,False,```lean\ntheorem zero_add_n (n : ℕ) : 0 + n = n := by simp\n```
add_comm,2,3,166,2.65,96.546,True,True,False,True,True,5,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\ntheorem commutativity_add:\n  ∀ a b : ℕ, a + b = b + a := by\n  intro ↑ a b\n  induction a <;> intro *\n  all_goals\n  ring_nf\n  ⊢\n```"
add_assoc,0,1,110,1.55,164.976,False,False,False,True,True,8,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\nexample\nexample\nexample\ntheorem\ntheorem\ntheorem\n#check Nat.add_assoc\n```
mul_one,1,3,85,1.43,179.168,True,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\ntheorem n_mul_one_eq_n (n : Nat) : n * 1 = n := by\n  rfl\n```
one_mul,2,3,90,1.51,169.773,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem one_mul (n : ℕ) : 1 * n = n := by\n  simp\n```
mul_zero,1,3,120,1.85,138.516,True,True,False,True,True,4,4,True,False,```lean4\nimport Mathlib\nimport Aesop\nimport Natlib\nimport Mathlib\n\ntheorem n_mul_zero (n : ℕ) : n * 0 = 0 := by simp\n```
mul_comm,0,2,800,10.23,25.027,False,True,False,True,True,20,6,True,False,"```lean4\nimport Mathlib\nimport Mathlib.Data.Nat.Basic\nimport Algebra.Data.Nat.Basic\nimport Mathlib.Data.Nat.Basic\nimport Algebra.Data.Nat.Basic\nimport Mathlib.Data.Nat.Basic\n\nproof : ∀ a b : ℕ, a * b = b * a := by\n  induction a with\n  | zero =>\n    rw [mul_zero, mul_zero, mul_zero]\n  | succ a ih =>\n```\n\nWe need to complete the induction hypothesis.  Mathlib's `Nat.mul_comm a ha` lemma should help here. Let's use it on `Nat.mul_comm`:\n\n```induction b suceeds ih```\nLet us now work on the main idea. From mathlib's `Nat.mul_comm`.\n\n```induction h```\n\nNow let's complete `Nat.mul_comm` on the remaining goals. Let's use `rw` on them:\n\n```rw [Nat.mul_add] at ih```\n\nNow let's complete on `a.succ * b = ...`:\n\nSo that's `a + a * b`:\n\nWait, maybe not. This is mathlib's `Nat.mul_comm`. Let's use a `sim"
le_refl,1,3,101,1.6,160.494,True,True,False,True,True,4,1,True,False,"```lean\nimport Mathlib.Data.Nat.Basic\n\ntheorem reflexivity : ∀ n : ℕ, n ≤ n := by\n  intro n\naesop\n```"
le_trans,1,3,156,2.32,110.543,True,True,False,True,True,5,2,False,False,"```lean4\nimport Mathlib\nimport Nat\n\ntheorem trans_nat : ∀ (a b c : Nat), a ≤ b → b ≤ c → a ≤ c := by\n  intros a b c hab hbc\n  exact Nat.le_trans hab hbc\n```"
