name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,112,0.9,285.582,True,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib.Data.Nat.Basic\nimport Mathlib.Tactic\n\ntheorem add_zero (n : ℕ) : n + 0 = n := by rfl\n```
zero_add,2,3,150,0.77,332.987,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_add (n : ℕ) : 0 + n = n := by\n  simp\n```
add_comm,1,3,98,0.59,432.405,True,True,False,True,True,4,1,True,False,```lean4\nimport Mathlib\n\ntheorem add_comm (a b : ℕ) : a + b = b + a := by\n  apply Nat.add_comm\n```
add_assoc,2,3,318,1.52,168.32,True,True,False,True,True,6,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem add_assoc (a b c : ℕ) : (a + b) + c = a + (b + c) := by\n  induction c with\n  | zero =>\n    rw [add_zero, add_zero]\n  | succ c ih =>\n    rw [Nat.add_succ, Nat.add_succ, Nat.succ_eq_add_one]\n    rw [ih]\n    ring\n```"
mul_one,1,3,164,0.87,294.775,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_one_eq_n (n : ℕ) : n * 1 = n := by\n  rw [Nat.mul_one]\n```
one_mul,2,3,156,0.96,267.971,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mul_one_cancel (n : ℕ) : 1 * n = n := by\n  simp\n```
mul_zero,1,3,148,0.92,277.734,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mul_zero (n : ℕ) : n * 0 = 0 := by simp\n```
mul_comm,1,3,129,0.83,310.196,True,True,False,True,True,4,2,True,False,"```lean4\nimport Mathlib\nimport Mathlib.Tactic\n\ntheorem mul_comm : ∀ a b : ℕ, a * b = b * a := by\n  intros a b\n  rw [mul_comm]\n```"
le_refl,1,3,177,0.9,283.535,True,True,False,True,True,4,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem reflexivity_of_le : ∀ n : ℕ, n ≤ n := by\n  intro n\n  exact le_refl n\n```"
le_trans,0,1,195,1.05,243.093,False,False,False,True,False,3,2,True,False,```tactics\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat_le_trans {a b c : ℕ} (hab : a ≤ b) (hbc : b ≤ c) : a ≤ c := Nat.le_trans hab hbc\n```
zero_le,1,3,167,0.86,298.717,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem natural_nonneg (n : ℕ) : 0 ≤ n := by\n  exact Nat.zero_le n\n```
lt_succ_self,1,3,176,0.95,269.245,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem less_succ_self (n : ℕ) : n < n + 1 := by\n  exact Nat.lt_succ_self n\n```
even_double,1,3,173,1.04,246.224,True,True,False,True,True,3,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem always_even (n : ℕ) : Even (2 * n) := by\n  refine ⟨n, ?_⟩\n  ring\n```"
succ_inj,0,2,203,0.97,264.191,False,True,False,True,True,7,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.succ_injective : Function.Injective Nat.succ := by\n  intro a b h\n  exact Nat.succ_inj.mp h\n```
list_length,1,2,171,0.9,285.402,False,False,True,True,True,2,0,False,False,```lean4\n/-\nDefine a Lean 4 function `length : List α → Nat` that returns the length of a list.\n-/\n  def length : List α → Nat\n  | [] => 0\n  | x :: xs => 1 + length xs\n```
list_append_length,2,3,276,1.39,183.672,True,True,False,True,True,7,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem lists_concat_length (xs ys : List α) : (xs ++ ys).length = xs.length + ys.length := by\n  induction' xs with x xs_ih\n  · simp\n  · simp [List.length, List.append, xs_ih]\n```"
list_reverse_reverse,2,3,203,1.0,256.391,True,True,False,True,True,5,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen List\ntheorem reverse_twice (xs : List α) : xs.reverse.reverse = xs := by\n  induction xs with\n  | nil => rfl\n  | cons x xs ihn =>\n    simp [reverse_cons, ihn]\n```"
list_map_append,2,3,305,1.63,156.691,True,True,False,True,True,6,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mapping_appended_list (f : α → β) (xs : List α) (ys : List α) :\n    (xs ++ ys).map f = xs.map f ++ ys.map f := by\n  induction xs with\n  | nil => simp\n  | cons x xs ih => \n    simp [ih]\n    <;> rfl\n```
list_filter_def,1,2,176,1.07,240.221,False,False,True,True,True,1,0,False,False,```lean4\ndef filter (p : α → Bool) (xs : List α) : List α :=\n  match xs with\n  | [] => []\n  | (x :: xs) =>\n    if p x then\n      x :: filter p xs\n    else\n      filter p xs\n```
and_comm,0,3,201,1.41,181.328,False,True,True,True,True,8,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem and_comm {P Q : Prop} : P ∧ Q ↔ Q ∧ P := by\n  exact ⟨fun h ↦ ⟨h.2, h.1⟩, fun h ↦ ⟨h.2, h.1⟩⟩\n```"
or_comm,0,2,306,1.69,151.703,False,True,False,True,True,10,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem disjunction_comm {P Q : Prop} : P ∨ Q ↔ Q ∨ P := by\n  constructor\n  intro h\n  rcases h with h | h\n  exact Or.inr h\n  exact Or.inl h\n  intro h\n  rcases h with h | h\n  exact Or.inr h\n  exact Or.inl h\n```
double_negation,0,2,432,2.02,126.637,False,True,False,True,True,14,3,False,False,```lean4\nimport Mathlib\nimport Aesop\nimport Decidable\ntheorem not_not_iff (P : Prop) [Decidable P] : ¬¬P ↔ P := by\n  apply iff_iff_implies_and_implies.mpr\n  constructor\n  · intro h\n    cases decidable_of_neg_decidable P with\n    | isTrue p => exact p\n    | isFalse np =>\n      exfalso\n      exact h np\n  · intro h\n    intro h'\n    cases decidable_of_neg_decidable P with\n    | isTrue p => exact h p\n    | isFalse np => exact h p\n```
demorgan_or,1,2,281,1.63,157.293,True,False,True,True,True,11,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\ntheorem demorgan : ¬(P ∨ Q) ↔ ¬P ∧ ¬Q := ⟨fun h => ⟨fun hp => h (Or.inl hp), fun hq => h (Or.inr hq)⟩, fun h => by\n  intro h'\n  cases h with\n  | intro hp hq =>\n    cases h' with\n    | inl hp' => contradiction\n    | inr hq' => contradiction⟩\n```"
implication_chain,1,2,262,1.54,166.244,False,True,False,True,True,6,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem [Nonempty α] {P Q R : α → Prop} (hP : ∀ x, P x → Q x) (hQ : ∀ x, Q x → R x) :\n    ∀ x, P x → R x := by\n  intro x h\n  apply hQ x\n  apply hP x\n  assumption\n```"
id_injective,0,3,143,0.76,336.477,False,True,True,True,True,6,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem identity_injective {α : Type} : Function.Injective (fun x => x) := by\n  intro x y h\n  exact h\n```
comp_injective,0,2,278,1.46,175.478,False,True,False,True,True,8,1,False,False,```lean4\nimport Mathlib\n\ntheorem compose_injective {α β γ : Type*} (f : α → β) (g : β → γ) (hf : Function.Injective f) (hg : Function.Injective g) :\n    Function.Injective (g ∘ f) := by\n  intro x y h\n  have h1 : f x = f y := by\n    apply hg\n    exact h\n  apply hf\n  exact h1\n```
group_mul_inv,0,2,117,0.81,315.771,False,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\nlemma mul_inv_self {G : Type*} [Group G] (a : G) : a * a⁻¹ = 1 := by\n  rw [mul_left_inv]\n```
group_inv_inv,0,2,206,1.32,194.639,False,True,False,True,True,4,1,False,False,"```lean4\nimport Mathlib\n\nlemma inverse_inverse {G : Type u_1} [Group G] (a : G) : (a⁻¹)⁻¹ = a := by\n  rw [inv_eq_iff_mul_eq_one]\n  have h : a * a⁻¹ = 1 := by\n    exact mul_inv_self a\n  rwa [h, mul_comm]\n```"
ring_mul_zero,1,3,136,0.83,308.009,True,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib.Algebra.Ring.Defs\n\nvariable {R : Type*} [Ring R]\n\ntheorem mul_zero (a : R) : a * 0 = 0 := by\n  rw [mul_zero]\n```
ring_distrib,0,2,132,0.9,285.94,False,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\nlemma left_distributive_law {R : Type*} [Ring R] (a b c : R) : a * (b + c) = a * b + a * c := by\n  ring\n```
binomial_sq,1,2,177,1.14,224.25,False,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem algebra_20691 {a b : ℝ} : (a + b)^2 = a^2 + 2*a*b + b^2 := by\n  ring\n```
diff_of_squares,1,1,33,0.37,700.357,False,False,False,True,True,1,1,False,False,```lean4\nimport Mathlib\n\nring\n```
choose_zero,0,2,163,0.95,270.31,False,True,False,True,True,7,0,True,False,"```lean4\ntheorem Nat.choose_zero_right (n : ℕ) : Nat.choose n 0 = 1 := by\n  rw [Nat.choose_eq_factorial_div_factorial]\n  simp [Nat.factorial_zero, Nat.div_one]\n```"
gcd_comm,0,2,173,1.02,251.669,False,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.gcd_comm {a b : ℕ} : gcd a b = gcd b a := by\n  rw [gcd_comm]\n```
gcd_self,0,2,103,0.66,389.834,False,True,False,True,True,6,1,True,False,```lean4\nimport Mathlib\n\ntheorem Nat.gcd_self (n : ℕ) : Nat.gcd n n = n := by\n  simp [Nat.gcd_self]\n```
deriv_x_squared,1,3,198,1.16,220.49,True,True,True,True,True,4,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem derivative_x_sq (x : ℝ) : HasDerivAt (fun x => x^2) (2*x) x := by\n  simp [hasDerivAt_pow]\n```
linarith_simple,1,2,180,1.17,219.28,False,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem add_one_lt_of_lt {a b : ℝ} (h : a < b) : a + 1 < b + 1 := by\n  linarith\n```
