name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,72,0.88,290.325,True,True,False,True,True,3,0,True,False,"```lean4\ntheorem add_zero : ∀ n : ℕ, n + 0 = n := by\n  intro n\n  rfl\n```"
zero_add,1,3,177,0.88,292.141,True,True,False,True,True,4,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_add_nat : ∀ n : ℕ, 0 + n = n := by\n  intro n\n  exact n.add_zero\n```"
add_comm,1,2,316,1.5,170.438,False,True,False,True,True,6,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.add_comm (a b : ℕ) : a + b = b + a := by\n  induction a with\n  | zero =>\n    simp\n  | succ a ih =>\n    rw [succ_eq_add_one]\n    rw [add_assoc]\n    rw [add_comm b 1]\n    rw [←add_assoc]\n    rw [ih]\n    rfl\n```
add_assoc,2,3,402,2.11,121.128,True,True,False,True,True,7,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem add_assoc (a b c : ℕ) : (a + b) + c = a + (b + c) := by\n  induction c with\n  | zero =>\n    simp\n  | succ k ih =>\n    calc\n      (a + b) + (k + 1) = ((a + b) + k) + 1 := by rfl\n      _ = (a + (b + k)) + 1 := by rw [ih]\n      _ = a + ((b + k) + 1) := by rfl\n      _ = a + (b + (k + 1)) := by rfl\n```
mul_one,1,3,159,0.81,316.608,True,True,False,True,True,2,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_mul_one (n : ℕ) : n * 1 = n := by\n  rw [mul_one]\n```
one_mul,1,3,159,0.81,315.061,True,True,False,True,True,2,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem one_mul_n (n : ℕ) : 1 * n = n := by\n  rw [one_mul]\n```
mul_zero,1,3,150,0.78,327.766,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_mul_zero (n : ℕ) : n * 0 = 0 := by simp\n```
mul_comm,1,3,169,0.88,291.517,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mul_comm (a b : ℕ) : a * b = b * a := by\n  rw [Nat.mul_comm]\n```
le_refl,1,3,176,0.85,301.678,True,True,False,True,True,4,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem natural_le_refl : ∀ n : ℕ, n ≤ n := by\n  intros n\n  exact le_refl n\n```"
le_trans,0,2,204,1.03,248.688,False,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.transitivity (a b c : ℕ) (h1 : a ≤ b) (h2 : b ≤ c) : a ≤ c := by\n  exact Nat.le_trans h1 h2\n```
