name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,149,2.36,108.547,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem add_zero (n : ℕ) : n + 0 = n := by\n  rfl\n```
zero_add,1,3,98,1.6,159.978,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen Nat\ntheorem zero_add (n : ℕ) : 0 + n = n := by\n  rfl\n```
add_comm,2,3,182,2.87,89.251,True,True,False,True,True,8,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\n\ntheorem add_comm (a b : ℕ) : a + b = b + a := by\n  induction' a with k hk\n  · simp\n  · simp [Nat.add_succ, Nat.succ_add]\n    rw [hk]\n    rfl\n```"
add_assoc,2,3,201,2.96,86.387,True,True,False,True,True,6,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\n\ntheorem natural_add_associativity (a b c : ℕ) : (a + b) + c = a + (b + c) := by\n  induction' c with k hk\n  · simp\n  · simp [Nat.add_comm, hk]\n```"
mul_one,1,3,157,2.21,115.786,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mul_one_eq_self (n : ℕ) : n * 1 = n := by\n  simp\n```
one_mul,2,3,183,2.74,93.307,True,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem one_mul (n : ℕ) : 1 * n = n := by\n  rw [Nat.mul_comm]\n  simp [Nat.mul_one]\n```
mul_zero,1,3,146,2.08,122.974,True,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem n_zero (n : ℕ) : n * 0 = 0 := by simp\n```
mul_comm,1,3,103,1.71,149.97,True,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\ntheorem nat_mul_comm (a b : Nat) : a * b = b * a := by\n  rw [Nat.mul_comm]\n```
le_refl,0,2,169,2.34,109.425,False,True,False,True,True,7,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.le_refl (n : ℕ) : n ≤ n := by\n  apply Nat.le.intro\n  rfl\n```
le_trans,1,2,149,2.33,109.642,True,False,False,True,True,4,1,False,False,```lean4\nimport Mathlib.Data.Nat.Basic\n\ntheorem transitivity_of_le_on_nat (a b c : Nat) (h1 : a ≤ b) (h2 : b ≤ c) : a ≤ c :=\n  Nat.le_trans h1 h2\n```
zero_le,1,3,162,2.11,121.078,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_le_n (n : ℕ) : 0 ≤ n := by\n  exact Nat.zero_le n\n```
lt_succ_self,1,3,157,2.16,118.501,True,True,False,True,True,2,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem less_than_succ (n : ℕ) : n < n + 1 := by\n  omega\n```
even_double,1,3,181,2.78,92.209,True,True,False,True,True,3,2,True,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem two_mul_even (n : ℕ) : ∃ k, 2 * n = 2 * k := by\n  use n\n  all_goals simp\n```"
succ_inj,0,2,305,3.74,68.534,False,True,False,True,True,13,2,False,False,```lean\nimport Mathlib\nimport Aesop\n\ntheorem Nat.succ_injective : Function.Injective (Nat.succ) := by\n  intro n m h\n  cases n with\n  | zero =>\n    cases m with\n    | zero => rfl\n    | succ m => simp at h\n  | succ n =>\n    cases m with\n    | zero => simp at h\n    | succ m => exact Nat.succ_injective h\n```
list_length,1,2,77,1.32,194.398,False,False,True,True,True,1,0,False,False,```lean4\ndef length : List α → Nat\n  | [] => 0\n  | _ :: l => 1 + length l\n```
list_append_length,2,3,260,3.08,83.175,True,True,False,True,True,5,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem list_length_append (xs ys : List α) : (xs ++ ys).length = xs.length + ys.length := by\n  induction xs with\n  | nil => simp\n  | cons x xs ih => simp [ih]\n```
list_reverse_reverse,0,2,141,1.61,159.354,False,True,False,True,True,6,1,False,False,```lean\nimport Mathlib.Data.List.Basic\n\nexample {α : Type*} (xs : List α) : xs.reverse.reverse = xs := by\n  exact List.reverse_reverse xs\n```
list_map_append,1,2,287,3.75,68.26,False,True,False,True,True,9,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem list_map_append_distrib {α β : Type} (f : α → β) (xs ys : List α) :\n  List.map f (xs ++ ys) = List.map f xs ++ List.map f ys := by\n  induction' xs with x xs ih\n  simp\n  simp [ih]\n```
list_filter_def,1,2,157,2.21,115.78,False,False,True,True,True,1,0,False,False,```lean4\ndef filter (p : α → Bool) (xs : List α) : List α :=\n  match xs with\n  | [] => []\n  | x :: xs' => if p x then x :: filter p xs' else filter p xs'\n```
and_comm,2,3,227,3.13,81.686,True,True,False,True,True,9,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem t1 : P ∧ Q ↔ Q ∧ P := by\n  constructor\n  · intro h\n    exact ⟨h.right, h.left⟩\n  · intro h\n    exact ⟨h.right, h.left⟩\n```"
or_comm,1,3,303,4.56,56.164,True,True,False,True,True,13,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem disjunction_comm (P Q : Prop) : P ∨ Q ↔ Q ∨ P := by\n  apply Iff.intro\n  · intro h\n    cases h with\n    | inl h₁ => right; exact h₁\n    | inr h₂ => left; exact h₂\n  · intro h\n    cases h with\n    | inl h₁ => right; exact h₁\n    | inr h₂ => left; exact h₂\n```
double_negation,0,2,242,3.26,78.443,False,True,False,True,True,8,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem double_negation (P : Prop) [Decidable P] : ¬¬P ↔ P := by\n  apply Decidable.em (¬¬P ↔ P)\n  · intro h\n    have := h (Classical.em P)\n    simp at this\n    tauto\n  · intro h\n    apply Classical.em\n```
