name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,1,2,94,1.78,143.424,False,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem Nat.add_zero (n : ℕ) : n + 0 = n := by\n  rfl\n```
zero_add,1,2,68,1.14,225.491,True,False,False,True,False,3,1,False,False,```tactics\nimport Mathlib\n\ntheorem zero_add : (0 + n = n) := rfl\n```
add_comm,2,3,176,2.55,100.393,True,True,False,True,True,6,2,False,False,"```lean\nimport Mathlib\nimport Nat\n\nlemma add_comm (a b : Nat) : a + b = b + a := by\n  induction a with\n  | zero => simp\n  | succ a ih => rw [Nat.add_succ, Nat.succ_add, ih]\n```"
add_assoc,1,3,211,3.59,71.298,True,True,False,True,True,5,1,False,False,"```lean4\nimport Mathlib\n\ntheorem add_assoc (a b c : Nat) : (a + b) + c = a + (b + c) := by\n  have h1 : ∀ (a b c : Nat), (a + b) + c = a + (b + c)\n  | a, b, c => by\n      simp [Nat.add_assoc]\n  exact h1 a b c\n```"
mul_one,1,3,81,1.5,170.429,True,True,False,True,True,3,0,True,False,```lean4\ntheorem n_mul_1_eq_n (n : ℕ) : n * 1 = n := by\n  exact Nat.mul_one n\n```
one_mul,0,2,175,2.34,109.296,False,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem mul_one_eq_mul_one {n : ℕ} : 1 * n = n := by\n  exact Nat.mul_one n\n```
mul_zero,1,3,123,1.97,129.741,True,True,False,True,True,6,1,True,False,"```lean4\nimport Mathlib\n\ntheorem mul_zero (n : ℕ) : n * 0 = 0 := by\n  induction n <;> simp [Nat.mul_succ, Nat.mul_zero]\n```"
mul_comm,1,3,231,3.55,72.012,True,True,False,True,True,7,2,False,False,"```lean4\nimport Mathlib\nimport initData\ntheorem comm_nat_mul (a b : Nat) : a * b = b * a := by\n  induction a with\n  | zero =>\n    simp\n  | succ a ih =>\n    simp [Nat.mul_succ, Nat.succ_mul] at ih ⊢\n    <;> rw [ih]\n    <;> omega\n```"
le_refl,1,3,101,1.5,170.262,True,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib.Data.Nat.Basic\nimport Mathlib.Tactic\n\nexample (n : ℕ) : n ≤ n := by\n  rfl\n```
le_trans,1,2,141,2.1,121.908,True,False,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Mathlib.Data.Nat.Basic\n\nlemma trans_of_le (a b c : ℕ) (hab : a ≤ b) (hbc : b ≤ c) : a ≤ c := hab.trans hbc\n```
zero_le,1,3,162,2.17,118.038,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem zero_le_n (n : ℕ) : 0 ≤ n := by\n  exact Nat.zero_le n\n```
