name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
add_zero,2,3,72,1.63,156.725,True,True,False,True,True,3,0,True,False,"```lean4\ntheorem add_zero : ∀ n : ℕ, n + 0 = n := by\n  intro n\n  rfl\n```"
zero_add,1,2,93,1.52,168.147,False,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem zero_add_n {n : ℕ} : 0 + n = n := by\n  simp\n```
add_comm,1,3,635,10.04,25.489,True,True,False,True,True,13,6,False,True,"```lean\nimport Mathlib\nimport Init\n\nlemma commutativity_of_addition (a b : Nat) : a + b = b + a := by\n  have h₂ : ∀ (a b : Nat), a + b = b + a\n  intro a b\n  have h₂ : a + b\n  have h₂\n  simp_all\n  done```\n\n```lean\nimport Mathlib\nimport Init\n\nlemma commutativity_of_addition (a b : Nat) : a + b = b + a := by\n  have h₂ : ∀ (a b : Nat), a + b = b + a\n  intro a b\n  have h₂ : a + b\n  have h₂\n  simp_all\n  done\n```\n\n```lean\nimport Mathlib\nimport Init\n\nlemma commutativity_of_addition (a b : Nat) : a + b = b + a := by\n  have h₂ : ∀ (a b : Nat), a + b = b + a\n  intro a b\n  have h₂ : Nat\n  accend_list_arith\n  simp_all\n  have h₂\n  rfl\n  done"
add_assoc,1,2,627,10.35,24.73,False,True,False,True,True,19,3,True,False,```lean4\nimport Lean\n\ntheorem Nat.add_associative (a b c : ℕ) : (a + b) + c = a + (b + c) := by\n  induction a with\n  | zero => simp [Nat.add]\n  | succ a ih =>\n    calc ((a.succ) + b) + c = (a + b) + c.succ := by simp [Nat.add]\n      _ = a + b + c := by simp [ih]\n      _ = a.succ + (b + c) := by simp [Nat.add] final_value\n```lean4\n\nimport Mathlib.Data.Nat.Basic\n\ntheorem Nat.add_center (a b c : ℕ) :\n    (a + b are associated) + c = a + (b + c) := ma\n  rfl.succ +\n  a.s\n  third\n    fragment\n```lean4\n\nimport Lean 4\n\ntheorem Nat.add_centers_succ (n m : Nat) :\n    m + n.succ = m + (succ (n)) := by\n  rw [Nat.add];\n  rw [Nat.add
mul_one,0,2,87,1.46,174.886,False,True,False,True,True,3,2,True,False,```lean4\nimport Mathlib\nimport Aesop\ntheorem mul_one {n : ℕ} : n * 1 = n := by simp\n```
one_mul,2,3,98,1.48,172.425,True,True,False,True,True,3,2,False,False,```lean\nimport Mathlib\nimport Lean4\n\ntheorem one_mul_n_eq_n (n : Nat) : 1 * n = n := by\n  simp\n```
mul_zero,1,3,77,1.48,172.964,True,True,False,True,True,3,1,True,False,```lean4\nimport Mathlib\n\ntheorem n_mul_0 (n : ℕ) : n * 0 = 0 := by\n  simp\n```
mul_comm,1,3,93,1.58,161.709,True,True,False,True,True,2,1,True,False,```lean4\nimport Mathlib\n\ntheorem mul_comm (a b : ℕ) : a * b = b * a := by\n  rw [mul_comm]\n```
le_refl,1,3,101,1.59,160.528,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem le_refl (n : ℕ) : n ≤ n := by\n  exact Nat.le_refl n\n```
le_trans,1,2,311,3.7,69.104,True,False,False,True,True,3,0,False,False,"Here's the Lean 4 code to prove the transitivity of ≤ on natural numbers:\n\n```lean\ntheorem transitivity_of_le (a b c : Nat) (h1 : a ≤ b) (h2 : b ≤ c) : a ≤ c :=\n  h1.trans h2\n```\n\nThis theorem can be used to prove the transibility by calling the trans match function:\nExample:\n- a = 1, b = 1, c = 1 -> returns 1"
zero_le,1,3,376,4.42,57.901,True,True,False,True,True,13,3,False,False,"So the theorem is true by definition as well.\n\n```lean\nimport Mathlib\n\ntheorem t (n : Nat) : 0 ≤ n := by\n  simp\n```\n\nThe proof is correct as well. The goal is true by definition as well. So in Lean, natural numbers are defined with 0 ≤ n.\n```lean\nimport Mathlib\n\ntheorem t (n : Nat) : 0 ≤ n := by\n  simp\n```\n```lean\nimport Mathlib\n\ntheorem t (n : Nat) : 0 ≤ n := by\n  simp\n```"
lt_succ_self,1,3,88,1.42,180.484,True,True,False,True,True,2,1,False,False,```lean4\nimport Mathlib\n\nlemma prove_n_lt_n_lt_n (n : Nat) : n < n + 1 := by\n  omega\n```
even_double,1,3,161,2.4,106.678,True,True,False,True,True,2,1,True,False,"Here is the Lean 4 proof that `2 * n` is always even:\n\n```lean4\nimport Mathlib\n\nlemma two_mul_is_even (n : ℕ) : ∃ k, n = 2 * k := by\n  use n\n  all_goals ring\n```"
succ_inj,0,2,130,2.09,122.374,False,True,False,True,True,4,2,False,False,```lean4\nimport Mathlib\nimport Lean\n\ntheorem Nat.succ_inj {n m : Nat} (h : n.succ = m.succ) : n = m := by\n  cases' h with h ⊢ \n```
list_length,1,2,77,1.32,194.654,False,False,True,True,True,1,0,False,False,```lean4\ndef length : List α → Nat\n  | [] => 0\n  | h :: t => 1 + length t\n```
list_append_length,0,2,181,2.14,119.735,False,True,False,True,True,6,2,False,False,```lean4\nimport Mathlib.Data.List.Basic\nimport Mathlib.Data.ListParsing\n\ntheorem h {xs ys : List α} : (xs ++ ys).length = xs.length + ys.length := by\n  simp [List.length_append]\n```
list_reverse_reverse,0,1,169,1.73,147.626,False,True,False,False,True,0,1,False,False,```lean4\nimport Lean\nopen List\n\nproposition reverse_reverse (xs : List α) : xs.reverse.reverse = xs := by\n  rw [show xs.reverse.reverse = xs from xs.reverse.reverse]\n```
list_map_append,0,1,704,10.13,25.279,False,False,False,True,True,22,14,False,False,```lean4\nimport Mathlib\nimport List\nimport Data\nimport Lean\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\nimport Mathlib\ntheorem List.map_append_distrib (f : α → β) (xs : List α) (ys : List α) :\n    (xy ++ ys).map f = xxs.map f ++ ys.map f :=\n  rfl\n```lean4\ntheorem List.map_append_distrib (f : α → β) (xs : List α) (ys : List α) :\n    (xs ++ ys).map f = xs.map f ++ ys.map f :=\n  rfl\n```lean4\ntheorem List.map_append_distrib (f : α → β) (xs : α → β) (ys : α → β) :\n    (xs ++ ys).map f = xxs.map f ++ ys.map f\n  rfl\n```lean4\ntheorem List.map_append_distrib (f : α → β) (xs : α → β) (ys : α → β) :\n    (f xxs y := r
list_filter_def,0,1,416,4.88,52.44,False,False,False,True,True,2,0,False,False,"Here's the Lean 4 function `filter`:\n\n```lean4def\n  /-!\n  `filter` applies the predicate [p] to [x].\n\n  Keeps:\n-}\n\n  /0x> (p:/):List\n\n  /0xs:List:\n\n  Result:List\n```\n\nLet me explain better:\n\n```lean4\n  # This function recursively\n  # applies the predicate [p]\n  # to each element in [x],\n\n  # and returns a list\n  # containing only the elements\n  # that satisfy p\n```\n\n```lean4\n  # The result is that\nx satisfies\n```"
and_comm,0,2,100,1.64,156.52,False,True,False,True,True,3,2,False,False,```lean\nimport Mathlib\nimport Aesop\n\ntheorem and_comm {P Q : Prop} : P ∧ Q ↔ Q ∧ P := by\n  aesop\n```
or_comm,1,3,318,4.32,59.309,True,True,False,True,True,13,1,False,False,```lean4\nimport Mathlib\n\ntheorem propositional_disjunction_is_commutative (P Q : Prop) : P ∨ Q ↔ Q ∨ P := by\n  classical\n  apply Iff.intro\n  · intro h\n    cases h with\n    | inl h  · left; exact h\n    | inr h  · right; exact h\n  · intro h\n    cases h with\n    | inl h  · left; exact h\n    | inr h  · right; exact h\n```
double_negation,0,2,170,2.28,112.176,False,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\n-- Prove that ¬¬P ↔ P for any decidable proposition P\ntheorem double_negation_equiv {P : Decidable.prop} : ¬¬P ↔ P := by\n  aesop\n```
demorgan_or,1,3,103,1.81,141.827,True,True,False,True,False,3,2,False,False,```tactics\nimport Mathlib\nimport Aesop\n\ntheorem de_morgan : ¬(P ∨ Q) ↔ ¬P ∧ ¬Q := by\n  apply not_or\n```
implication_chain,1,3,112,1.81,141.581,True,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\ntheorem hypothesis_1 (P Q R : Prop) (h1 : P → Q) (h2 : Q → R) : P → R := by\n  tauto\n```
id_injective,0,3,127,1.63,156.897,False,True,True,True,True,6,1,False,False,```lean4\nimport Mathlib\n\nlemma identity_inj {α : Type*} : Function.Injective (fun x : α => x) := by\n  intro x y h\n  exact h\n```
comp_injective,0,3,254,3.38,75.732,False,True,True,True,True,6,1,False,False,"```lean4\nimport Mathlib\n\ntheorem Function.Injective.comp {f g : α → β} :\n  ∀ x y f g, Function.Injective f → Function.Injective g →\n    Function.Injective (fun a => g (f a)) := by\n  intro _ _ hf hg hxy\n  simp only at hf hg hf hg hxy\n  exact hg hf hxy\n```"
group_mul_inv,0,2,156,2.7,94.976,False,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\nlemma mul_one_inv (G : Type*) [Group G] (a : G) : a * (a⁻¹ : G) = 1 := by\n  rw [← one_mul a⁻¹]\n  rw [mul_eq_one]\n  rw [one_mul]\n```
